,singer,genre,content,likes,sentiment,release_filled,release_rank,year,scaled_likes,feature
9360,Green Tea,뉴에이지,Spring Time,683,love,2015-04-13,0.33467733241337677,2015,0.0026813335217725854,0.33735866593514935
9361,푸르른,뉴에이지,고요함의 즐거움,194,love,2016-02-05,0.3782962116475129,2016,0.0006814788794239045,0.3789776905269368
9362,연필 (The Pencil),뉴에이지,나의 여행,648,love,2015-07-02,0.3426335194807995,2015,0.0025439299005982946,0.3451774493813978
9363,My Tree,뉴에이지,오늘은 왠지...,1515,love,2016-01-26,0.3756010263265702,2016,0.0053218582594186355,0.38092288458598883
9364,Mono Tape,뉴에이지,이제는 안녕,1301,love,2016-02-17,0.3792664783630523,2016,0.004570123825414947,0.3838366021884672
9365,아이윌,뉴에이지,기억속의 기다림,161,love,2015-09-18,0.35000754651889865,2015,0.0006320566574017368,0.3506396031763004
9366,피아노나라,뉴에이지,너에게 갈때,327,love,2016-10-20,0.42312253390543136,2016,0.0011486783173794677,0.42427121222281083
9367,아이윌,뉴에이지,바람이 솔솔 부는 날,427,love,2017-08-18,0.4898337609694043,2017,0.0007734792618797901,0.4906072402312841
9368,피아노 테라피,뉴에이지,달빛 그리움,71,love,2016-02-05,0.3782962116475129,2016,0.0002494072187582331,0.37854561886627114
9369,모아캣 (MOACAT),뉴에이지,눈이 올때마다,378,love,2016-12-30,0.44013454365122145,2016,0.001327829981557917,0.44146237363277935
9370,Just Piano,뉴에이지,Grateful,209,love,2014-01-09,0.28616399663640874,2014,0.0006300893279750617,0.28679408596438377
9371,Healing,뉴에이지,Refreshing,914,love,2015-09-11,0.3489941568382242,2015,0.003588197421522903,0.3525823542597471
9372,연필 (The Pencil),뉴에이지,소풍가는 길,1259,love,2015-10-08,0.35341426076457017,2015,0.004942604544526625,0.3583568653090968
9373,Bird,뉴에이지,Forest Bird,742,love,2014-05-15,0.2963194549257207,2014,0.0022369678533851476,0.2985564227791059
9374,제이 리,뉴에이지,This Morning,2057,love,2013-11-15,0.2793721296276332,2013,0.007909074480642568,0.28728120410827573
9375,피아노나라,뉴에이지,잘자요,222,love,2016-04-22,0.3903490804027685,2016,0.000779836655835602,0.3911289170586041
9376,달빛바다,뉴에이지,새콤 달콤한 행복,246,love,2016-04-18,0.38927100627439143,2016,0.0008641433213313428,0.39013514959572276
9377,ALL NOTE,뉴에이지,기분 좋은 발걸음,418,love,2017-09-29,0.5006576252183101,2017,0.0007571764202945018,0.5014148016386046
9378,My Tree,뉴에이지,아름다운 밤하늘,80,love,2017-08-18,0.4898337609694043,2017,0.00014491414742478503,0.4899786751168291
9379,멜로우 데이즈,뉴에이지,우리 같이 걸어요,529,love,2017-01-25,0.44537398391513405,2017,0.0009582447998463911,0.44633222871498046
9380,새벽감성,뉴에이지,다시 계절이 돌아오면 (When The Season Is Back),1444,love,2015-07-31,0.34487591366782383,2015,0.0056688808278764465,0.35054479449570025
9381,Mono Tape,뉴에이지,지나던 그 골목길,398,love,2017-01-10,0.4431747126932448,2017,0.0007209478834383056,0.4438956605766831
9382,아이윌,뉴에이지,그대가 그립다,212,love,2015-08-07,0.34552275814485006,2015,0.0008322733625414174,0.3463550315073915
9383,우리집,뉴에이지,조용한 밤,156,love,2015-12-21,0.37159059056900756,2015,0.0006124275686625524,0.3722030181376701
9384,뉴에이지 감성,뉴에이지,I Remember You,69,love,2016-02-11,0.37857651092089095,2016,0.00024238166330025468,0.3788188925841912
9385,aespa,댄스,Next Level,221422,love,2021-05-17,0.9029086439983615,2021,0.7253601871204031,1.6282688311187645
9386,레트로봇,"애니메이션/웹툰, 키즈, 만화",똥 밟았네,21958,love,2021-06-30,0.9205028137734752,2021,0.07193259472315222,0.9924354084966274
9387,SS501,댄스,U R Man,24206,love,2008-11-21,0.1668427521076349,2008,0.16761068564860337,0.33445343775623826
9388,마마무 (Mamamoo),댄스,딩가딩가 (Dingga),67902,love,2020-10-20,0.8241014252139978,2020,0.15917839175953752,0.9832798169735353
9389,브레이브걸스,댄스,롤린 (Rollin'),289381,love,2017-03-07,0.4541926302852584,2017,0.5241925111991464,0.9783851414844049
9390,오마이걸 (OH MY GIRL),댄스,Dolphin,193286,love,2020-04-27,0.7678043942301473,2020,0.453108224052811,1.2209126182829584
9391,이날치,"인디음악, 록/메탈",범 내려온다,26646,love,2020-02-21,0.7474503546863883,2020,0.062464543412927995,0.8099148980993163
9392,유두래곤,댄스,두리쥬와 (Feat. S.B.N),23046,love,2020-08-01,0.7993919661915955,2020,0.054025289630501336,0.8534172558220968
9393,비,랩/힙합,깡,54392,love,2017-12-01,0.5195239224649087,2017,0.09852712883411134,0.61805105129902
9394,Red Velvet (레드벨벳),댄스,짐살라빔 (Zimzalabim),75719,love,2019-06-19,0.6671553936048643,2019,0.17584329025440948,0.8429986838592738
9395,바다 (BADA),댄스,Mad (Feat. 언터쳐블),9005,love,2009-08-06,0.17827033786843183,2009,0.08016344262149146,0.25843378048992327
9396,오렌지 캬라멜,댄스,까탈레나 (Catallena),47867,love,2014-03-12,0.29071346945815996,2014,0.14430854479513053,0.43502201425329046
9397,제국의아이들 (ZE:A),댄스,Mazeltov,8732,love,2010-01-07,0.18644213976153,2010,0.05717877863195254,0.24362091839348254
9398,F-ve Dolls,댄스,이러쿵 저러쿵,9762,love,2011-05-11,0.21307057073244356,2011,0.04395911199171433,0.2570296827241579
9399,"상주나 (정준하, 윤상)",일렉트로니카,My Life (Feat. 효린 Of 씨스타),26299,love,2015-08-22,0.34724767675025336,2015,0.10324508095036196,0.4504927577006153
9400,김연자,성인가요,아모르 파티,71669,love,2013-07-23,0.27104939735656225,2013,0.27556415116828986,0.5466135485248521
9401,유키스,댄스,만만하니,11540,love,2009-11-06,0.18271200327734535,2009,0.10273027516402125,0.2854422784413666
9402,아이오아이 (I.O.I),댄스,너무너무너무,116788,love,2016-10-17,0.4226266198063779,2016,0.4102502854131905,0.8328769052195684
9403,전진,댄스,"Wa (Feat. 주희, Rap. Bigtone of BLESS ONE)",3724,love,2008-04-25,0.15847689687142888,2008,0.025786259330554364,0.18426315620198325
9404,SUPER JUNIOR (슈퍼주니어),댄스,"Sorry, Sorry",1383,love,2012-08-10,0.24431315897281097,2012,0.003740324648279667,0.24805348362109064
9405,남녀공학,댄스,삐리뽐 빼리뽐,3475,love,2010-10-19,0.19983182043597317,2010,0.022754953704310018,0.2225867741402832
9406,나르샤 (Brown Eyed Girls),댄스,삐리빠빠,6314,love,2010-07-08,0.19534703206192458,2010,0.04134525976662258,0.23669229182854717
9407,크레용팝,댄스,빠빠빠,64386,love,2013-06-20,0.26936760171629404,2013,0.2475613366605019,0.5169289383767959
9408,모모랜드 (MOMOLAND),댄스,뿜뿜,148628,love,2018-01-03,0.526466719851657,2018,0.39101415646564536,0.9174808763173024
9409,PRODUCE 101,댄스,나야 나 (PICK ME),103235,love,2017-03-09,0.4550982125530952,2017,0.18700265011747103,0.6421008626705662
9410,f(x),댄스,Electric Shock,41436,love,2012-06-10,0.2410358136225447,2012,0.11206369640355479,0.3530995100260995
9411,간미연,댄스,파파라치 (Feat. 에릭),9459,love,2011-02-17,0.2101166476206904,2011,0.04259467735398748,0.2527113249746779
9412,PRODUCE 101,댄스,PICK ME,56608,love,2015-12-17,0.37090062312684624,2015,0.2222326910695498,0.593133314196396
9413,써니힐,댄스,베짱이 찬가,28758,love,2012-01-13,0.23126846201944845,2012,0.0777760348772427,0.30904449689669117
9414,비,댄스,La Song,30904,love,2014-01-02,0.2855602751245176,2014,0.09316880665904932,0.3787290817835669
9415,태진아,성인가요,진진자라,7619,love,2015-07-16,0.34343129433579855,2015,0.029910805420769144,0.3733420997565677
9416,Forester,일렉트로니카,Towns,1271,love,2020-09-18,0.8114232734642836,2020,0.002979525432628968,0.8144027988969125
9417,Sam Tompkins,R&B/Soul,Charlie,2110,love,2020-09-09,0.8084909118350979,2020,0.004946340411366737,0.8134372522464647
9418,Maisie Peters,POP,Maybe Don't (feat. JP Saxe),5234,love,2020-09-25,0.8140537743375236,2020,0.01226973730478365,0.8263235116423072
9419,Zachary Knowles,POP,super sad songs,770,love,2020-10-09,0.8188619849500852,2020,0.0018050626145745912,0.8206670475646598
9420,Madism,POP,Paper Planes,235,love,2020-10-09,0.8188619849500852,2020,0.000550895733019518,0.8194128806831047
9421,Bauns,일렉트로니카,Settle Down,92,love,2020-09-04,0.8071972228810455,2020,0.00021566981888423688,0.8074128926999297
9422,Zack Tabudlo,POP,Cruel,138,love,2020-10-16,0.8217296621315683,2020,0.0003235047283263553,0.8220531668598946
9423,Grey,POP,For The Night,639,love,2020-05-29,0.7787576273744584,2020,0.0014979675463807321,0.7802555949208392
9424,R I T U A L,R&B/Soul,Better By Now,299,love,2017-09-29,0.5006576252183101,2017,0.0005416166260001341,0.5011992418443103
9425,Zwette,일렉트로니카,Sad Song,70,love,2020-09-25,0.8140537743375236,2020,0.00016409660132496283,0.8142178709388486
9426,Quinn Lewis,POP,Unhuman,237,love,2020-09-11,0.8090730718644215,2020,0.0005555842073430885,0.8096286560717646
9427,Shaylen,POP,Voicemails,124,love,2020-09-25,0.8140537743375236,2020,0.00029068540806136275,0.8143444597455849
9428,Tomi Saario,POP,Don't hurt yourself (Deepend Remix),124,love,2020-06-12,0.7835442765044526,2020,0.00029068540806136275,0.7838349619125139
9429,Bollebof,랩/힙합,Vaarwater (Feat. Glen Faria),17,love,2020-10-06,0.8175036115483302,2020,3.9852031750348116e-05,0.8175434635800806
9430,Chris Holsten,POP,Memory (feat. Paul Rey),673,love,2020-04-17,0.7650876474266372,2020,0.0015776716098814285,0.7666653190365186
9431,Sugar Jesus,일렉트로니카,Dark Side Of My Heart,90,love,2020-08-12,0.8012678151749716,2020,0.00021098134456066652,0.8014787965195322
9432,Zimmer,일렉트로니카,Lost Your Mind (Feat. Fhin),182,love,2017-05-11,0.4688759999137541,2017,0.00032967968539138594,0.4692056795991455
9433,Cxloe,POP,Plans,98,love,2020-10-22,0.8256969749239959,2020,0.00022973524185494797,0.8259267101658508
9434,LOS LEO,POP,See You Again (Low Key),92,love,2020-08-07,0.800448478837405,2020,0.00021566981888423688,0.8006641486562892
9435,Elliot,POP,i wear black in summer,52,love,2020-08-07,0.800448478837405,2020,0.00012190033241282953,0.8005703791698179
9436,Tommy Ashby,POP,Blood Wolf Moon,37,love,2020-07-21,0.7954677763643029,2020,8.673677498605179e-05,0.7955545131392889
9437,Tiny Deaths,록/메탈,If I'm Dreaming,54,love,2020-07-23,0.7958990060156538,2020,0.0001265888067363999,0.7960255948223902
9438,Petit Biscuit,일렉트로니카,I Leave Again (Japanese Wallpaper Remix),62,love,2020-07-30,0.7983138920632183,2020,0.00014534270403068137,0.798459234767249
9439,Nikko Tank,R&B/Soul,Helicopter,33,love,2020-08-15,0.8019793440997004,2020,7.735982633891105e-05,0.8020567039260393
9440,Subriser,일렉트로니카,Memories (Feat. Akacia),21,love,2020-09-11,0.8090730718644215,2020,4.922898039748885e-05,0.809122300844819
9441,Elijah Hill,POP,Replay (Feat. Hadley Hanson),28,love,2020-09-21,0.8126522779706333,2020,6.563864052998514e-05,0.8127179166111633
9442,Marco,POP,Evergreen,46,love,2020-08-21,0.8031005411932125,2020,0.00010783490944211844,0.8032083761026546
9443,Sophie Michelle,POP,Someone Else in the Dark,56,love,2020-05-15,0.7742512775178422,2020,0.00013127728105997028,0.7743825547989022
9444,Sondrey,POP,Take My Time,40,love,2020-06-04,0.7801806852239161,2020,9.376948647140734e-05,0.7802744547103876
9445,Goody Grace,POP,Nothing Good (feat. G-Eazy and Juicy J),61,love,2020-08-21,0.8031005411932125,2020,0.0001429984668688962,0.8032435396600814
9446,FOOL,랩/힙합,What Ever,29,love,2020-08-28,0.8052351279673992,2020,6.798287769177032e-05,0.8053031108450909
9447,Kira Kosarin,POP,FaceTime,49,love,2020-09-03,0.8065503784040191,2020,0.00011486762092747398,0.8066652460249466
9448,Forest Blakk,POP,Foolish,432,love,2020-08-21,0.8031005411932125,2020,0.0010127104538911991,0.8041132516471037
9449,7715,POP,Promises,26,love,2020-08-28,0.8052351279673992,2020,6.0950166206414765e-05,0.8052960781336056
9450,OVRDSE,일렉트로니카,I Wanna Know,76,love,2020-09-02,0.8060760257875332,2020,0.00017816202429567395,0.8062541878118289
9451,Dry Dudes,POP,What Did I Do Wrong? (Radio Edit),34,love,2020-08-28,0.8052351279673992,2020,7.970406350069623e-05,0.8053148320308998
9452,Dava,POP,Papercut,79,love,2020-09-18,0.8114232734642836,2020,0.0001851947357810295,0.8116084682000646
9453,Anthony Keyrouz,일렉트로니카,Everything I Wanted,46,love,2020-09-01,0.8058172879967228,2020,0.00010783490944211844,0.8059251229061649
9454,Beau x,POP,Fine With Me,78,love,2020-08-21,0.8031005411932125,2020,0.0001828504986192443,0.8032833916918317
9455,Kid Froopy,일렉트로니카,New In Town,53,love,2020-05-01,0.7691627676319025,2020,0.0001242445695746147,0.7692870122014771
9456,Armin Van Buuren,일렉트로니카,Waking Up With You (Feat. David Hodges),141,love,2019-11-21,0.7216843830181764,2019,0.00032744626746089806,0.7220118292856373
9457,Mikha Angelo,POP,Run,33,love,2020-07-07,0.7904008279609307,2020,7.735982633891105e-05,0.7904781877872696
9458,LIGHTSUM,댄스,VIVACE,4742,love,2021-10-13,0.9771879514435414,2021,0.015534400408834494,0.9927223518523759
9459,AB6IX (에이비식스),댄스,CHERRY,7721,love,2021-09-27,0.9641432544901789,2021,0.025293358405021327,0.9894366128952002
9460,위키미키 (Weki Meki),댄스,DAZZLE DAZZLE,13257,love,2020-02-20,0.7466310183488217,2020,0.031077552053786175,0.7777085704026079
9461,ASTRO (아스트로),댄스,After Midnight,15737,love,2021-08-02,0.9331162810754868,2021,0.05155311244914138,0.9846693935246282
9462,TWICE (트와이스),댄스,The Feels,18401,love,2021-10-01,0.9673990383578775,2021,0.06028015645781601,1.0276791948156936
9463,SHINee (샤이니),댄스,Atlantis,38414,love,2021-04-12,0.8913948123072943,2021,0.12584109179775796,1.0172359041050523
9464,트라이비(TRI.BE),댄스,우주로(WOULD YOU RUN),1499,love,2021-10-12,0.9763470536234072,2021,0.004910600213589816,0.981257653836997
9465,세븐틴,댄스,HOME;RUN,70120,love,2020-10-19,0.823152719981026,2020,0.16437790978437705,0.9875306297654031
9466,Red Velvet (레드벨벳),댄스,Queendom,100823,love,2021-08-16,0.9390672502641283,2021,0.3302878221045804,1.2693550723687088
9467,이달의 소녀,댄스,So What,25591,love,2020-02-05,0.741305332154639,2020,0.05999137320724463,0.8012967053618837
9468,ENHYPEN,록/메탈,Drunk-Dazed,17755,love,2021-04-26,0.8954483710299921,2021,0.05816391380406083,0.9536122848340529
9469,ITZY (있지),댄스,WANNABE,105733,love,2020-03-09,0.752776040880571,2020,0.2478632278270328,1.0006392687076038
9470,온앤오프 (ONF),댄스,Beautiful Beautiful,27358,love,2021-02-24,0.8742749951486666,2021,0.08962254879478998,0.9638975439434565
9471,BLACKPINK,댄스,Lovesick Girls,206033,love,2020-10-02,0.8159080618383321,2020,0.4829902151540867,1.2988982769924187
9472,원어스 (ONEUS),댄스,Life is Beautiful,2161,love,2021-09-03,0.9479290195993878,2021,0.007079257546075779,0.9550082771454635
9473,우주소녀,댄스,BUTTERFLY,20254,love,2020-06-09,0.7822937105155352,2020,0.0474801794747971,0.8297738899903323
9474,NCT DREAM,댄스,Rocket,56506,love,2021-05-10,0.9001918971948513,2021,0.1851089897725858,1.085300886967437
9475,aespa,댄스,YEPPI YEPPI,22495,love,2021-10-05,0.9696629940274695,2021,0.07369176237805397,1.0433547564055234
9476,SuperM,댄스,We DO,10363,love,2021-04-09,0.8903382996614848,2021,0.033948332230441136,0.924286631891926
9477,프로미스나인,댄스,WE GO,45264,love,2021-05-17,0.9029086439983615,2021,0.14828112612937253,1.051189770127734
9478,Red Monkey,일렉트로니카,RUMBLE DJ (Original Mix),257,love,2019-07-31,0.6795532460812006,2019,0.0005968346860812113,0.6801500807672818
9479,DoubleON,일렉트로니카,OVER U (Original Mix),212,love,2019-11-25,0.7233014942107421,2019,0.0004923305581681587,0.7237938247689102
9480,Red Monkey,일렉트로니카,Say Ho (Original Mix),1187,love,2019-04-30,0.6527092002846117,2019,0.002756586662950964,0.6554657869475626
9481,Dimitri Vegas & Like Mike,일렉트로니카,Louder (Radio Edit),14747,love,2015-02-13,0.3288126091550055,2015,0.05789403432735039,0.3867066434823559
9482,DJ Flako,일렉트로니카,I Like To Party (Original Mix),203,love,2020-04-29,0.7685806076025788,2020,0.00047588014384239224,0.7690564877464212
9483,Marasco,일렉트로니카,Pussy Magnet (Radio Mix),194,love,2016-03-03,0.38144418810237396,2016,0.0006814788794239045,0.38212566698179784
9484,Icona Pop,일렉트로니카,Emergency (Club Killers Remix),434,love,2015-07-31,0.34487591366782383,2015,0.0017038049025612035,0.34657971857038505
9485,터보트로닉 (Turbotronic),일렉트로니카,렛츠고 (Original Edit),718,love,2018-03-23,0.5430043769809613,2018,0.0018889318590193866,0.5448933088399807
9486,LEWO,일렉트로니카,Excuse My French (Feat. Melleefresh & BBK) (Original Mix),362,love,2015-09-02,0.3479376441924147,2015,0.0014211460247169484,0.3493587902171316
9487,DJ HARU,일렉트로니카,Say Hey (Original Mix),14,love,2021-02-15,0.8700058216002934,2021,4.586284388943124e-05,0.8700516844441828
9488,Sixthema,일렉트로니카,GUCCI PRADA,113,love,2021-09-06,0.9491795855883052,2021,0.0003701786685361235,0.9495497642568413
9489,Highjackerz,일렉트로니카,Kick It,227,love,2016-05-02,0.39269928200263055,2016,0.000797400544480548,0.3934966825471111
9490,Mad Duck,댄스,Mad Duck (Original Mix),371,love,2017-05-12,0.4690269302917269,2017,0.0006720393586824406,0.4696989696504093
9491,랄랄,댄스,가자가자가자구 (prod by Juncoco),3073,love,2021-07-29,0.931369800987516,2021,0.010066894233730157,0.9414366952212462
9492,Tungevaag & Raaban,일렉트로니카,Samsara (Feat. Emila),82273,love,2015-02-13,0.3288126091550055,2015,0.32298880356778314,0.6518014127227887
9493,놀자,댄스,부비붐 (Club Remix.),273,love,2014-09-26,0.3100756808038121,2014,0.0008230353422832146,0.3108987161460953
9494,Martin Garrix,일렉트로니카,Game Over,4650,love,2018-04-20,0.5502274736410876,2018,0.012233333070250901,0.5624608067113385
9495,Fly Project,일렉트로니카,"Toca, Toca (Tonny Edit)",406,love,2014-08-13,0.3054830850169258,2014,0.0012240012782673449,0.3067070862951931
9496,Matt Romeo,일렉트로니카,Get That (Original Mix),133,love,2017-02-01,0.44627956618297077,2017,0.00024091977009370512,0.4465204859530645
9497,Ummet Ozcan,일렉트로니카,Eins Zwei,281,love,2019-03-08,0.6364087194635504,2019,0.0006525702209681727,0.6370612896845186
9498,Dannic,일렉트로니카,Zenith (Radio Edit),62,love,2017-02-20,0.45035468638823606,2017,0.0001123084642542084,0.45046699485249025
9499,DJ Red Nine,일렉트로니카,3.2.1.GO,428,love,2015-05-12,0.3375018866297247,2015,0.0016802499960741823,0.3391821366257989
9500,Niko Larsons,일렉트로니카,Woo (For Soul) (Extended Mix) (feat. Steklo),10,love,2015-11-13,0.36104702559347984,2015,3.925817747836874e-05,0.3610862837709582
9501,Piko Taro,J-POP,PPAP W&W Remix,127,love,2017-03-17,0.4566290778153906,2017,0.00023005120903684623,0.45685912902442743
9502,터보트로닉 (Turbotronic),일렉트로니카,다좋아,107,love,2021-06-24,0.9173979602837492,2021,0.0003505231640120816,0.9177484834477613
9503,Rene Rodrigezz,일렉트로니카,Weekend Mode (Daniel Rosty Remix),94,love,2017-02-23,0.4513680760689105,2017,0.0001702741232241224,0.4515383501921346
9504,터보트로닉 (Turbotronic),일렉트로니카,달려 베이비 (Original Edit),1452,love,2017-05-12,0.4690269302917269,2017,0.0026301917757598483,0.4716571220674867
9505,Phao,일렉트로니카,2 Phút Hơn (KAIZ Remix),8158,love,2020-12-18,0.8542875008085558,2020,0.019124286765843525,0.8734117875743993
9506,Niels Van Gogh,일렉트로니카,Miami (Feat. Princess Superstar) (Vinai Remix),440,love,2014-12-26,0.32426313633325426,2014,0.0013265038483685511,0.32558964018162284
9507,Niels Van Gogh,일렉트로니카,Pornstar (Rene Rodrigezz Radio Edit),3849,love,2013-10-07,0.2757713620388538,2013,0.014799235622748297,0.2905705976616021
9508,Cence Brothers,일렉트로니카,Crazy,15,love,2021-01-08,0.8590310269734148,2021,4.913876131010489e-05,0.8590801657347249
9509,Jose AM,일렉트로니카,I Am The Party (Radio Edit),397,love,2014-07-22,0.30369348196381984,2014,0.0011968682450052609,0.3048903502088251
9510,CueE,일렉트로니카,One Two,612,love,2019-10-30,0.7106449039435953,2019,0.001421256139617515,0.7120661600832128
9511,KREX,일렉트로니카,계란빵 (EGG BUN),110,love,2021-01-18,0.8612302981953041,2021,0.00036035091627410255,0.8615906491115781
9512,DJ RR,일렉트로니카,"RAIDER 오토바이 (식스테마,에픽)",369,love,2021-05-26,0.90739343237241,2021,0.0012088135282285804,0.9086022459006385
9513,터보트로닉 (Turbotronic),일렉트로니카,발사 (Balsa),103,love,2021-05-27,0.9078462235063284,2021,0.00033741949432938693,0.9081836430006578
9514,에픽 (Epiik),일렉트로니카,Booty Rock,31,love,2021-05-21,0.9056253908018717,2021,0.00010155344004088345,0.9057269442419126
9515,Plano,일렉트로니카,FACE (Radio Edit),51,love,2021-05-17,0.9029086439983615,2021,0.00016707178845435665,0.9030757157868158
9516,DJ Kronic,일렉트로니카,3 Percent,724,love,2014-10-24,0.31339614911921343,2014,0.0021827017868609796,0.3155788509060744
9517,DJ Khikko,일렉트로니카,Bananas (Extended Mix),1849,love,2014-10-09,0.31214558313029606,2014,0.00557433094462148,0.3177199140749175
9518,Saam Roberts,일렉트로니카,Goin' Hard (White Vox Remix),2433,love,2014-07-28,0.3040384656849005,2014,0.007334963325183374,0.31137342901008386
9519,Vandalism,일렉트로니카,Caraska (Can You Feel It) (Feat. King Ru) (Reece Low Mix),988,love,2014-08-18,0.3057633842903038,2014,0.00297860409588211,0.30874198838618594
9520,FTampa,일렉트로니카,That Drop (Original Mix),142,love,2015-12-16,0.3706418853360357,2015,0.0005574661201928361,0.37119935145622857
9521,Finger & Kadel,일렉트로니카,Paxi Fixi (Original Mix),107,love,2015-06-26,0.3421591668643136,2015,0.0004200624990185456,0.3425792293633321
9522,킹기훈,일렉트로니카,"더(THE) [Prod by 식스테마, 에픽]",10553,love,2020-10-19,0.823152719981026,2020,0.024738734768319042,0.847891454749345
9523,Massive Ditto,일렉트로니카,What Else (Reece Low Remix),31,love,2019-05-22,0.6595010672933872,2019,7.19917325623251e-05,0.6595730590259495
9524,아스터 (ASTER),일렉트로니카,FTCV (Original Mix),371,love,2020-06-08,0.7817977964164817,2020,0.0008697119870223031,0.7826675084035041
9525,아스터 (ASTER),일렉트로니카,Boom Bang (ft. Asid),582,love,2020-04-08,0.7630177451001532,2020,0.0013643460281589767,0.7643820911283121
9526,Steve Aoki,일렉트로니카,Boneless (Feat. Chris Lake & Tujamo) (2013 무한도전 가요제 삽입곡),5227,love,2013-09-09,0.27363677526466723,2013,0.020097584983139866,0.2937343602478071
9527,라붐 (LABOUM),댄스,얼마나 좋을까,364,love,2021-11-03,0.9950839819746007,2021,0.0011924339411252122,0.9962764159157259
9528,SUPER JUNIOR-D&E,랩/힙합,멀리 (Far away),1627,love,2021-11-02,0.9945449449104121,2021,0.005329917643436044,0.9998748625538482
9529,태호 (TAE HO),R&B/Soul,Tell Me,252,love,2021-10-29,0.9925828499967659,2021,0.0008255311900097623,0.9934083811867757
9530,2am,발라드,못 자,1474,love,2021-11-01,0.9939627848810886,2021,0.004828702278072974,0.9987914871591616
9531,더보이즈 (THE BOYZ),댄스,Russian Roulette,13510,love,2021-11-01,0.9939627848810886,2021,0.044257644353301144,1.0382204292343897
9532,전소미,록/메탈,Anymore,4045,love,2021-10-29,0.9925828499967659,2021,0.013251085966624953,1.005833935963391
9533,박지훈,댄스,WANT!,1564,love,2021-10-28,0.9917203906940643,2021,0.0051235348459336034,0.9968439255399979
9534,드림노트 (DreamNote),댄스,밤 (NIGHT),283,love,2021-10-26,0.9905776321179846,2021,0.0009270846300506457,0.9915047167480352
9535,EPEX (이펙스),댄스,Love Virus,519,love,2021-10-26,0.9905776321179846,2021,0.0017002011413296293,0.9922778332593142
9536,SECRET NUMBER (시크릿넘버),댄스,Dangerous In Love,953,love,2021-10-27,0.9912029151124433,2021,0.0031219493019019975,0.9943248644143453
9537,NCT 127,R&B/Soul,Pilot,26263,love,2021-10-25,0.9899523491235258,2021,0.08603541921915232,1.0759877683426782
9538,CL,댄스,Let It,4056,love,2021-10-20,0.9847560318247484,2021,0.013287121058252364,0.9980431528830007
9539,남우현,댄스,Lonely Night,3089,love,2021-10-19,0.9842169947605599,2021,0.010119308912460935,0.9943363036730208
9540,이진혁,댄스,Bang all night,694,love,2021-10-18,0.9836132732486687,2021,0.0022734866899475196,0.9858867599386162
9541,CNBLUE (씨엔블루),발라드,Hold Me Back,1532,love,2021-10-20,0.9847560318247484,2021,0.005018705488472047,0.9897747373132204
9542,KINGDOM(킹덤),R&B/Soul,Fallen Star,61,love,2021-10-21,0.9856831755751526,2021,0.00019983096266109324,0.9858830065378137
9543,세븐틴,댄스,소용돌이,45226,love,2021-10-22,0.9877746393842042,2021,0.14815664126738692,1.135931280651591
9544,블랙스완,댄스,Close to Me,319,love,2021-10-14,0.9784600789150263,2021,0.0010450176571948973,0.9795050965722212
9545,LIGHTSUM,댄스,"You, jam",569,love,2021-10-13,0.9771879514435414,2021,0.0018639970123633122,0.9790519484559047
9546,ENHYPEN,록/메탈,"Attention, please!",4593,love,2021-10-12,0.9763470536234072,2021,0.015046288713154119,0.9913933423365614
9547,트라이비(TRI.BE),댄스,GOT YOUR BACK,245,love,2021-10-12,0.9763470536234072,2021,0.0008025997680650467,0.9771496533914723
9548,동해 (DONGHAE),록/메탈,Blue Moon (Feat. 미연 of (여자)아이들),2485,love,2021-10-13,0.9771879514435414,2021,0.008140654790374045,0.9853286062339155
9549,엔플라잉 (N.Flying),발라드,피었습니다. (Into Bloom),6148,love,2021-10-06,0.970439207399901,2021,0.02014034030230166,0.9905795477022026
9550,조유리,R&B/Soul,Express Moon,7557,love,2021-10-07,0.9713016667026025,2021,0.024756107948030844,0.9960577746506334
9551,골든차일드,댄스,OASIS,1130,love,2021-10-05,0.9696629940274695,2021,0.0037017866853612355,0.9733647807128307
9552,WOODZ (조승연),R&B/Soul,Thinkin bout you,2185,love,2021-10-05,0.9696629940274695,2021,0.007157879564171946,0.9768208735916414
9553,영재 (Youngjae),R&B/Soul,Tasty,818,love,2021-10-05,0.9696629940274695,2021,0.0026797004501110536,0.9723426944775805
9554,백퍼센트,댄스,아름다운 걸,417,love,2021-09-27,0.9641432544901789,2021,0.001366057564420916,0.9655093120545998
9555,큐리 (Qri),댄스,SURI SURI,308,love,2021-09-26,0.9636257789085578,2021,0.0010089825655674872,0.9646347614741253
9556,AB6IX (에이비식스),댄스,DOWN FOR YOU,3319,love,2021-09-27,0.9641432544901789,2021,0.010872769919215876,0.9750160244093948
9557,도한세 (빅톤),랩/힙합,"향기 (Feat. Kid Wine, 용용(yongyong))",1407,love,2021-09-25,0.9632161107397745,2021,0.004609215810887839,0.9678253265506623
9558,키 (KEY),댄스,Yellow Tape,7112,love,2021-09-27,0.9641432544901789,2021,0.02329832469583107,0.9874415791860099
9559,ARIAZ (아리아즈),댄스,Hot & Cold (2021),202,love,2021-09-30,0.9661915953340953,2021,0.0006617353189760793,0.9668533306530713
9560,싸이퍼(Ciipher),랩/힙합,Moon Night,253,love,2021-09-28,0.9647900989672051,2021,0.0008288071074304358,0.9656189060746355
